time_s,duty_ideal,duty_quantized,voltage_quantized_V
0.131,0.488086632000897,0.488156288156288,5.85787545787546
0.132,0.48784607253637,0.487912087912088,5.85494505494505
0.133,0.487608933841238,0.487667887667888,5.85201465201465
0.134,0.487375167475492,0.487423687423687,5.84908424908425
0.135,0.487144725682104,0.487179487179487,5.84615384615385
0.136,0.486917561377431,0.486935286935287,5.84322344322344
0.137,0.486693628141772,0.486691086691087,5.84029304029304
0.138,0.48647288021004,0.486446886446886,5.83736263736264
0.139,0.486255272462576,0.486202686202686,5.83443223443223
0.14,0.486040760416087,0.485958485958486,5.83150183150183
0.141,0.485829300214711,0.485714285714286,5.82857142857143
0.142,0.485620848621204,0.485714285714286,5.82857142857143
0.143,0.485415363008257,0.485470085470085,5.82564102564103
0.144,0.485212801349928,0.485225885225885,5.82271062271062
0.145,0.485013122213196,0.484981684981685,5.81978021978022
0.146,0.484816284749633,0.484737484737485,5.81684981684982
0.147,0.484622248687196,0.484737484737485,5.81684981684982
0.148,0.484430974322124,0.484493284493284,5.81391941391941
0.149,0.484242422510961,0.484249084249084,5.81098901098901
0.15,0.484056554662679,0.484004884004884,5.80805860805861
0.151,0.483873332730921,0.483760683760684,5.8051282051282
0.152,0.483692719206343,0.483760683760684,5.8051282051282
0.153,0.483514677109072,0.483516483516484,5.8021978021978
0.154,0.483339169981263,0.483272283272283,5.7992673992674
0.155,0.483166161879763,0.483272283272283,5.7992673992674
0.156,0.482995617368877,0.483028083028083,5.796336996337
0.157,0.482827501513236,0.482783882783883,5.79340659340659
0.158,0.482661779870764,0.482539682539683,5.79047619047619
0.159,0.482498418485741,0.482539682539683,5.79047619047619
0.16,0.48233738388197,0.482295482295482,5.78754578754579
0.161,0.482178643056032,0.482295482295482,5.78754578754579
0.162,0.482022163470639,0.482051282051282,5.78461538461538
0.163,0.48186791304808,0.481807081807082,5.78168498168498
0.164,0.481715860163758,0.481807081807082,5.78168498168498
0.165,0.481565973639818,0.481562881562882,5.77875457875458
0.166,0.481418222738865,0.481318681318681,5.77582417582418
0.167,0.481272577157766,0.481318681318681,5.77582417582418
0.168,0.481129007021546,0.481074481074481,5.77289377289377
0.169,0.480987482877361,0.481074481074481,5.77289377289377
0.17,0.48084797568856,0.480830280830281,5.76996336996337
0.171,0.480710456828835,0.480830280830281,5.76996336996337
